Indicator,Code,Year,Pop
Poblacion Total,KNA,1999,44825
Poblacion Total,KOR,1999,46616677
Poblacion Total,KWT,1999,1877427
Poblacion Total,LAC,1999,461289769
Poblacion Total,LAO,1999,5340056
Poblacion Total,LBN,1999,4250020
Poblacion Total,LBR,1999,2789743
Poblacion Total,LBY,1999,5057998
Poblacion Total,LCA,1999,158256
Poblacion Total,LCN,1999,513714410
Poblacion Total,LDC,1999,646252000
Poblacion Total,LIC,1999,372579993
Poblacion Total,LIE,1999,32615
Poblacion Total,LKA,1999,18670411
Poblacion Total,LMC,1999,2217196774
Poblacion Total,LMY,1999,4942884760
Poblacion Total,LSO,1999,1994243
Poblacion Total,LTE,1999,2030612791
Poblacion Total,LTU,1999,3524238
Poblacion Total,LUX,1999,430475
Poblacion Total,LVA,1999,2390482
Poblacion Total,MAC,1999,425518
Poblacion Total,MAF,1999,29099
Poblacion Total,MAR,1999,28176997
Poblacion Total,MCO,1999,32394
Poblacion Total,MDA,1999,2930622
Poblacion Total,MDG,1999,15730885
Poblacion Total,MDV,1999,278111
Poblacion Total,MEA,1999,314472124
Poblacion Total,MEX,1999,96334810
Poblacion Total,MHL,1999,53834
Poblacion Total,MIC,1999,4570304767
Poblacion Total,MKD,1999,2017142
Poblacion Total,MLI,1999,10916993
Poblacion Total,MLT,1999,387578
Poblacion Total,MMR,1999,45041636
Poblacion Total,MNA,1999,278356861
Poblacion Total,MNE,1999,606001
Poblacion Total,MNG,1999,2428488
Poblacion Total,MNP,1999,76237
Poblacion Total,MOZ,1999,17337893
Poblacion Total,MRT,1999,2620611
Poblacion Total,MUS,1999,1175267
Poblacion Total,MWI,1999,10973956
Poblacion Total,MYS,1999,22368655
Poblacion Total,NAC,1999,309502571
Poblacion Total,NAM,1999,1778277
Poblacion Total,NCL,1999,209214
Poblacion Total,NER,1999,11231469
Poblacion Total,NGA,1999,119695565
Poblacion Total,NIC,1999,5049878
Poblacion Total,NLD,1999,15812088
Poblacion Total,NOR,1999,4461913
Poblacion Total,NPL,1999,24143157
Poblacion Total,NRU,1999,10383
Poblacion Total,NZL,1999,3835100
Poblacion Total,OED,1999,1191524686
Poblacion Total,OMN,1999,2312600
Poblacion Total,OSS,1999,21041578
Poblacion Total,PAK,1999,149694462
Poblacion Total,PAN,1999,2943120
Poblacion Total,PER,1999,26252239
Poblacion Total,PHL,1999,76249064
Poblacion Total,PLW,1999,19380
Poblacion Total,PNG,1999,5321388
Poblacion Total,POL,1999,38660271
Poblacion Total,PRE,1999,537918075
Poblacion Total,PRI,1999,3800081
Poblacion Total,PRK,1999,23204498
Poblacion Total,PRT,1999,10217828
Poblacion Total,PRY,1999,5026031
Poblacion Total,PSE,1999,2848431
Poblacion Total,PSS,1999,2006341
Poblacion Total,PST,1999,1015710581
Poblacion Total,PYF,1999,246821
Poblacion Total,QAT,1999,613302
Poblacion Total,ROU,1999,22472040
Poblacion Total,RUS,1999,147214776
Poblacion Total,RWA,1999,8009587
Poblacion Total,SAS,1999,1379874856
Poblacion Total,SAU,1999,21009660
Poblacion Total,SDN,1999,25634162
Poblacion Total,SEN,1999,9478564
Poblacion Total,SGP,1999,3958723
Poblacion Total,SLB,1999,419229
Poblacion Total,SLE,1999,4475145
Poblacion Total,SLV,1999,5923852
Poblacion Total,SMR,1999,26404
Poblacion Total,SOM,1999,8384479
Poblacion Total,SRB,1999,7540401
Poblacion Total,SSA,1999,653802851
Poblacion Total,SSD,1999,5850145
Poblacion Total,SSF,1999,653883261
Poblacion Total,SST,1999,29583318
Poblacion Total,STP,1999,141808
Poblacion Total,SUR,1999,470458
Poblacion Total,SVK,1999,5396020
Poblacion Total,SVN,1999,1983045
Poblacion Total,SWE,1999,8857874
Poblacion Total,SWZ,1999,1018370
Poblacion Total,SXM,1999,31084
Poblacion Total,SYC,1999,80410
Poblacion Total,SYR,1999,15901201
Poblacion Total,TCA,1999,17984
Poblacion Total,TCD,1999,7981889
Poblacion Total,TEA,1999,1775819557
Poblacion Total,TEC,1999,436191659
Poblacion Total,TGO,1999,4867941
Poblacion Total,THA,1999,62442651
Poblacion Total,TJK,1999,6189565
Poblacion Total,TKM,1999,4501079
Poblacion Total,TLA,1999,497788851
Poblacion Total,TLS,1999,866649
Poblacion Total,TMN,1999,275508430
Poblacion Total,TON,1999,101982
Poblacion Total,TSA,1999,1379874856
Poblacion Total,TSS,1999,653883261
Poblacion Total,TTO,1999,1327063
Poblacion Total,TUN,1999,9788067
Poblacion Total,TUR,1999,63185615
Poblacion Total,TUV,1999,9640
Poblacion Total,TZA,1999,33499772
Poblacion Total,UGA,1999,23279247
Poblacion Total,UKR,1999,49674000
Poblacion Total,UMC,1999,2353107993
Poblacion Total,URY,1999,3278963
Poblacion Total,USA,1999,279040000
Poblacion Total,UZB,1999,24311650
Poblacion Total,VCT,1999,113995
Poblacion Total,VEN,1999,23966960
Poblacion Total,VGB,1999,19586
Poblacion Total,VIR,1999,108599
Poblacion Total,VNM,1999,78123713
Poblacion Total,VUT,1999,187432
Poblacion Total,WLD,1999,6062288850
Poblacion Total,WSM,1999,182211
Poblacion Total,XKX,1999,1762000
Poblacion Total,YEM,1999,18114552
Poblacion Total,ZAF,1999,46364681
Poblacion Total,ZMB,1999,9621238
Poblacion Total,ZWE,1999,11716454
Poblacion Total,ABW,2000,89101
Poblacion Total,AFG,2000,19542982
Poblacion Total,AGO,2000,16394062
Poblacion Total,ALB,2000,3089027
Poblacion Total,AND,2000,66097
Poblacion Total,ARB,2000,287065982
Poblacion Total,ARE,2000,3275333
Poblacion Total,ARG,2000,37070774
Poblacion Total,ARM,2000,3168523
Poblacion Total,ASM,2000,58230
Poblacion Total,ATG,2000,75055
Poblacion Total,AUS,2000,19028802
Poblacion Total,AUT,2000,8011566
Poblacion Total,AZE,2000,8048600
Poblacion Total,BDI,2000,6307659
Poblacion Total,BEL,2000,10251250
Poblacion Total,BEN,2000,6998023
Poblacion Total,BFA,2000,11882888
Poblacion Total,BGD,2000,129193327
Poblacion Total,BGR,2000,8170172
Poblacion Total,BHR,2000,711442
Poblacion Total,BHS,2000,325014
Poblacion Total,BIH,2000,4179350
Poblacion Total,BLR,2000,9979610
Poblacion Total,BLZ,2000,240406
Poblacion Total,BMU,2000,61833
Poblacion Total,BOL,2000,8592656
Poblacion Total,BRA,2000,175873720
Poblacion Total,BRB,2000,264657
Poblacion Total,BRN,2000,333926
Poblacion Total,BTN,2000,587207
Poblacion Total,BWA,2000,1726985
Poblacion Total,CAF,2000,3759170
Poblacion Total,CAN,2000,30685730
Poblacion Total,CEB,2000,108447824
Poblacion Total,CHE,2000,7184250
Poblacion Total,CHI,2000,145306
Poblacion Total,CHL,2000,15351799
Poblacion Total,CHN,2000,1262645000
Poblacion Total,CIV,2000,16799670
Poblacion Total,CMR,2000,15091594
Poblacion Total,COD,2000,48616317
Poblacion Total,COG,2000,3134030
Poblacion Total,COL,2000,39215135
Poblacion Total,COM,2000,536758
Poblacion Total,CPV,2000,458251
Poblacion Total,CRI,2000,3979193
Poblacion Total,CSS,2000,6582141
Poblacion Total,CUB,2000,11105791
Poblacion Total,CUW,2000,133860
Poblacion Total,CYM,2000,39658
Poblacion Total,CYP,2000,948237
Poblacion Total,CZE,2000,10255063
Poblacion Total,DEU,2000,82211508
Poblacion Total,DJI,2000,742033
Poblacion Total,DMA,2000,68346
Poblacion Total,DNK,2000,5339616
Poblacion Total,DOM,2000,8540791
Poblacion Total,DZA,2000,30774621
Poblacion Total,EAP,2000,1817006555
Poblacion Total,EAR,2000,2499206970
Poblacion Total,EAS,2000,2048148696
Poblacion Total,ECA,2000,370646199
Poblacion Total,ECS,2000,862786211
Poblacion Total,ECU,2000,12626507
Poblacion Total,EGY,2000,71371371
Poblacion Total,EMU,2000,321324622
Poblacion Total,ERI,2000,2392880
Poblacion Total,ESP,2000,40567864
Poblacion Total,EST,2000,1396985
Poblacion Total,ETH,2000,67031867
Poblacion Total,EUU,2000,429342455
Poblacion Total,FCS,2000,612395529
Poblacion Total,FIN,2000,5176209
Poblacion Total,FJI,2000,832509
Poblacion Total,FRA,2000,60921384
Poblacion Total,FRO,2000,45660
Poblacion Total,FSM,2000,111709
Poblacion Total,GAB,2000,1272935
Poblacion Total,GBR,2000,58892514
Poblacion Total,GEO,2000,4077131
Poblacion Total,GHA,2000,19665502
Poblacion Total,GIB,2000,27741
Poblacion Total,GIN,2000,8336967
Poblacion Total,GMB,2000,1437539
Poblacion Total,GNB,2000,1230849
Poblacion Total,GNQ,2000,684977
Poblacion Total,GRC,2000,10805808
Poblacion Total,GRD,2000,107432
Poblacion Total,GRL,2000,56200
Poblacion Total,GTM,2000,11589761
Poblacion Total,GUM,2000,160188
Poblacion Total,GUY,2000,759051
Poblacion Total,HIC,2000,1102139639
Poblacion Total,HKG,2000,6665000
Poblacion Total,HND,2000,6656725
Poblacion Total,HPC,2000,475127894
Poblacion Total,HRV,2000,4468302
Poblacion Total,HTI,2000,8360225
Poblacion Total,HUN,2000,10210971
Poblacion Total,IBD,2000,3980362565
Poblacion Total,IBT,2000,5093905754
Poblacion Total,IDA,2000,1113543189
Poblacion Total,IDB,2000,370910722
Poblacion Total,IDN,2000,214072421
Poblacion Total,IDX,2000,742632467
Poblacion Total,IMN,2000,75562
Poblacion Total,IND,2000,1059633675
Poblacion Total,INX,2000,
Poblacion Total,IRL,2000,3805174
Poblacion Total,IRN,2000,65544383
Poblacion Total,IRQ,2000,24628858
Poblacion Total,ISL,2000,281205
Poblacion Total,ISR,2000,6289000
Poblacion Total,ITA,2000,56942108
Poblacion Total,JAM,2000,2612205
Poblacion Total,JOR,2000,5056174
Poblacion Total,JPN,2000,126843000
Poblacion Total,KAZ,2000,14883626
Poblacion Total,KEN,2000,30851606
Poblacion Total,KGZ,2000,4898400
Poblacion Total,KHM,2000,12118841
Poblacion Total,KIR,2000,88826
Poblacion Total,KNA,2000,45461
Poblacion Total,KOR,2000,47008111
Poblacion Total,KWT,2000,1934901
Poblacion Total,LAC,2000,468125382
Poblacion Total,LAO,2000,5430853
Poblacion Total,LBN,2000,4320642
Poblacion Total,LBR,2000,2895224
Poblacion Total,LBY,2000,5154790
Poblacion Total,LCA,2000,159500
Poblacion Total,LCN,2000,521281149
Poblacion Total,LDC,2000,662018171
Poblacion Total,LIC,2000,382593480
Poblacion Total,LIE,2000,33026
Poblacion Total,LKA,2000,18776371
Poblacion Total,LMC,2000,2259879800
Poblacion Total,LMY,2000,5017754094
Poblacion Total,LSO,2000,1998630
Poblacion Total,LTE,2000,2046026051
Poblacion Total,LTU,2000,3499536
Poblacion Total,LUX,2000,436300
Poblacion Total,LVA,2000,2367550
Poblacion Total,MAC,2000,431896
Poblacion Total,MAF,2000,29610
Poblacion Total,MAR,2000,28554415
Poblacion Total,MCO,2000,32465
Poblacion Total,MDA,2000,2924668
Poblacion Total,MDG,2000,16216431
Poblacion Total,MDV,2000,282507
Poblacion Total,MEA,2000,321037453
Poblacion Total,MEX,2000,97873442
Poblacion Total,MHL,2000,54224
Poblacion Total,MIC,2000,4635160614
Poblacion Total,MKD,2000,2026350
Poblacion Total,MLI,2000,11239101
Poblacion Total,MLT,2000,390087
Poblacion Total,MMR,2000,45538332
Poblacion Total,MNA,2000,283899110
Poblacion Total,MNE,2000,604950
Poblacion Total,MNG,2000,2450979
Poblacion Total,MNP,2000,80338
Poblacion Total,MOZ,2000,17768505
Poblacion Total,MRT,2000,2695003
Poblacion Total,MUS,2000,1186873
Poblacion Total,MWI,2000,11229387
Poblacion Total,MYS,2000,22945150
Poblacion Total,NAC,2000,312909974
Poblacion Total,NAM,2000,1819141
Poblacion Total,NCL,2000,213230
Poblacion Total,NER,2000,11622665
Poblacion Total,NGA,2000,122851984
Poblacion Total,NIC,2000,5123222
Poblacion Total,NLD,2000,15925513
Poblacion Total,NOR,2000,4490967
Poblacion Total,NPL,2000,24559500
Poblacion Total,NRU,2000,10377
Poblacion Total,NZL,2000,3857700
Poblacion Total,OED,2000,1200179492
Poblacion Total,OMN,2000,2344253
Poblacion Total,OSS,2000,21437978
Poblacion Total,PAK,2000,154369924
Poblacion Total,PAN,2000,3001731
Poblacion Total,PER,2000,26654439
Poblacion Total,PHL,2000,77958223
Poblacion Total,PLW,2000,19726
Poblacion Total,PNG,2000,5508297
Poblacion Total,POL,2000,38258629
Poblacion Total,PRE,2000,553089230
Poblacion Total,PRI,2000,3810605
Poblacion Total,PRK,2000,23367059
Poblacion Total,PRT,2000,10289898
Poblacion Total,PRY,2000,5123819
Poblacion Total,PSE,2000,2922153
Poblacion Total,PSS,2000,2035672
Poblacion Total,PST,2000,1020793420
Poblacion Total,PYF,2000,250927
Poblacion Total,QAT,2000,645937
Poblacion Total,ROU,2000,22442971
Poblacion Total,RUS,2000,146596869
Poblacion Total,RWA,2000,8109989
Poblacion Total,SAS,2000,1406945493
Poblacion Total,SAU,2000,21547390
Poblacion Total,SDN,2000,26298773
Poblacion Total,SEN,2000,9704287
Poblacion Total,SGP,2000,4027887
Poblacion Total,SLB,2000,429978
Poblacion Total,SLE,2000,4584067
Poblacion Total,SLV,2000,5958482
Poblacion Total,SMR,2000,26823
Poblacion Total,SOM,2000,8721465
Poblacion Total,SRB,2000,7516346
Poblacion Total,SSA,2000,671131355
Poblacion Total,SSD,2000,6114440
Poblacion Total,SSF,2000,671212486
Poblacion Total,SST,2000,30055791
Poblacion Total,STP,2000,143714
Poblacion Total,SUR,2000,478998
Poblacion Total,SVK,2000,5388720
Poblacion Total,SVN,2000,1988925
Poblacion Total,SWE,2000,8872109
Poblacion Total,SWZ,2000,1030496
Poblacion Total,SXM,2000,30519
Poblacion Total,SYC,2000,81131
Poblacion Total,SYR,2000,16307654
Poblacion Total,TCA,2000,18744
Poblacion Total,TCD,2000,8259137
Poblacion Total,TEA,2000,1793649873
Poblacion Total,TEC,2000,435816101
Poblacion Total,TGO,2000,5008035
Poblacion Total,THA,2000,63066603
Poblacion Total,TJK,2000,6272998
Poblacion Total,TKM,2000,4569132
Poblacion Total,TLA,2000,505304844
Poblacion Total,TLS,2000,878360
Poblacion Total,TMN,2000,280976957
Poblacion Total,TON,2000,102603
Poblacion Total,TSA,2000,1406945493
Poblacion Total,TSS,2000,671212486
Poblacion Total,TTO,2000,1332203
Poblacion Total,TUN,2000,9893316
Poblacion Total,TUR,2000,64113547
Poblacion Total,TUV,2000,9638
Poblacion Total,TZA,2000,34463704
Poblacion Total,UGA,2000,24020697
Poblacion Total,UKR,2000,49176500
Poblacion Total,UMC,2000,2375280814
Poblacion Total,URY,2000,3292224
Poblacion Total,USA,2000,282162411
Poblacion Total,UZB,2000,24650400
Poblacion Total,VCT,2000,113813
Poblacion Total,VEN,2000,24427729
Poblacion Total,VGB,2000,20104
Poblacion Total,VIR,2000,108642
Poblacion Total,VNM,2000,79001142
Poblacion Total,VUT,2000,192074
Poblacion Total,WLD,2000,6144321462
Poblacion Total,WSM,2000,184008
Poblacion Total,XKX,2000,1700000
Poblacion Total,YEM,2000,18628700
Poblacion Total,ZAF,2000,46813266
Poblacion Total,ZMB,2000,9891136
Poblacion Total,ZWE,2000,11834676
Poblacion Total,ABW,2001,90691
Poblacion Total,AFG,2001,19688632
Poblacion Total,AGO,2001,16941587
Poblacion Total,ALB,2001,3060173
Poblacion Total,AND,2001,67820
Poblacion Total,ARB,2001,293512340
Poblacion Total,ARE,2001,3454198
Poblacion Total,ARG,2001,37480493
Poblacion Total,ARM,2001,3133133
Poblacion Total,ASM,2001,58324
Poblacion Total,ATG,2001,76215
Poblacion Total,AUS,2001,19274701
Poblacion Total,AUT,2001,8042293
Poblacion Total,AZE,2001,8111200
Poblacion Total,BDI,2001,6465729
Poblacion Total,BEL,2001,10286570
Poblacion Total,BEN,2001,7212041
Poblacion Total,BFA,2001,12249764
Poblacion Total,BGD,2001,131670484
Poblacion Total,BGR,2001,8009142
Poblacion Total,BHR,2001,730257
Poblacion Total,BHS,2001,329626
Poblacion Total,BIH,2001,4194932
Poblacion Total,BLR,2001,9928549
Poblacion Total,BLZ,2001,248100
Poblacion Total,BMU,2001,62504
Poblacion Total,BOL,2001,8746084
Poblacion Total,BRA,2001,178211881
Poblacion Total,BRB,2001,265377
Poblacion Total,BRN,2001,340748
Poblacion Total,BTN,2001,603234
Poblacion Total,BWA,2001,1761930
Poblacion Total,CAF,2001,3844773
Poblacion Total,CAN,2001,31020902
Poblacion Total,CEB,2001,107660041
Poblacion Total,CHE,2001,7229854
Poblacion Total,CHI,2001,146044
Poblacion Total,CHL,2001,15523978
Poblacion Total,CHN,2001,1271850000
Poblacion Total,CIV,2001,17245468
Poblacion Total,CMR,2001,15493253
Poblacion Total,COD,2001,50106657
Poblacion Total,COG,2001,3254101
Poblacion Total,COL,2001,39837875
Poblacion Total,COM,2001,547741
Poblacion Total,CPV,2001,465958
Poblacion Total,CRI,2001,4053222
Poblacion Total,CSS,2001,6626803
Poblacion Total,CUB,2001,11139127
Poblacion Total,CUW,2001,129047
Poblacion Total,CYM,2001,41054
Poblacion Total,CYP,2001,964830
Poblacion Total,CZE,2001,10216605
Poblacion Total,DEU,2001,82349925
Poblacion Total,DJI,2001,765490
Poblacion Total,DMA,2001,68153
Poblacion Total,DNK,2001,5358783
Poblacion Total,DOM,2001,8669040
Poblacion Total,DZA,2001,31200985
Poblacion Total,EAP,2001,1834101877
Poblacion Total,EAR,2001,2545843129
Poblacion Total,EAS,2001,2066530023
Poblacion Total,ECA,2001,370739184
Poblacion Total,ECS,2001,863909133
Poblacion Total,ECU,2001,12845521
Poblacion Total,EGY,2001,72854261
Poblacion Total,EMU,2001,322562386
Poblacion Total,ERI,2001,2461927
Poblacion Total,ESP,2001,40850412
Poblacion Total,EST,2001,1388115
Poblacion Total,ETH,2001,69018932
Poblacion Total,EUU,2001,429910140
Poblacion Total,FCS,2001,626177896
Poblacion Total,FIN,2001,5188008
Poblacion Total,FJI,2001,841320
Poblacion Total,FRA,2001,61367388
Poblacion Total,FRO,2001,46245
Poblacion Total,FSM,2001,111948
Poblacion Total,GAB,2001,1306590
Poblacion Total,GBR,2001,59119673
Poblacion Total,GEO,2001,4014373
Poblacion Total,GHA,2001,20195577
Poblacion Total,GIB,2001,27721
Poblacion Total,GIN,2001,8445717
Poblacion Total,GMB,2001,1479449
Poblacion Total,GNB,2001,1257380
Poblacion Total,GNQ,2001,719270
Poblacion Total,GRC,2001,10862132
Poblacion Total,GRD,2001,107936
Poblacion Total,GRL,2001,56350
Poblacion Total,GTM,2001,11871565
Poblacion Total,GUM,2001,161524
Poblacion Total,GUY,2001,759809
Poblacion Total,HIC,2001,1108870086
Poblacion Total,HKG,2001,6714300
Poblacion Total,HND,2001,6837861
Poblacion Total,HPC,2001,488040621
Poblacion Total,HRV,2001,4299642
Poblacion Total,HTI,2001,8511728
Poblacion Total,HUN,2001,10187576
Poblacion Total,IBD,2001,4027427875
Poblacion Total,IBT,2001,5168706338
Poblacion Total,IDA,2001,1141278463
Poblacion Total,IDB,2001,381142622
Poblacion Total,IDN,2001,217112437
Poblacion Total,IDX,2001,760135841
Poblacion Total,IMN,2001,76398
Poblacion Total,IND,2001,1078970907
Poblacion Total,INX,2001,
Poblacion Total,IRL,2001,3866243
Poblacion Total,IRN,2001,66674851
Poblacion Total,IRQ,2001,25425663
Poblacion Total,ISL,2001,284968
Poblacion Total,ISR,2001,6439000
Poblacion Total,ITA,2001,56974100
Poblacion Total,JAM,2001,2625405
Poblacion Total,JOR,2001,5163310
Poblacion Total,JPN,2001,127149000
Poblacion Total,KAZ,2001,14858335
Poblacion Total,KEN,2001,31800343
Poblacion Total,KGZ,2001,4945100
Poblacion Total,KHM,2001,12338192
Poblacion Total,KIR,2001,90531
Poblacion Total,KNA,2001,45986
Poblacion Total,KOR,2001,47370164
Poblacion Total,KWT,2001,1991674
Poblacion Total,LAC,2001,474817217
Poblacion Total,LAO,2001,5519707
Poblacion Total,LBN,2001,4389200
Poblacion Total,LBR,2001,2981648
Poblacion Total,LBY,2001,5275916
Poblacion Total,LCA,2001,160594
Poblacion Total,LCN,2001,528688278
Poblacion Total,LDC,2001,678096204
Poblacion Total,LIC,2001,392924294
Poblacion Total,LIE,2001,33376
Poblacion Total,LKA,2001,18920275
Poblacion Total,LMC,2001,2303146181
Poblacion Total,LMY,2001,5092597797
Poblacion Total,LSO,2001,1999473
Poblacion Total,LTE,2001,2060709239
Poblacion Total,LTU,2001,3470818
Poblacion Total,LUX,2001,441525
Poblacion Total,LVA,2001,2337170
Poblacion Total,MAC,2001,439122
Poblacion Total,MAF,2001,30387
Poblacion Total,MAR,2001,28930097
Poblacion Total,MCO,2001,32444
Poblacion Total,MDA,2001,2918135
Poblacion Total,MDG,2001,16709665
Poblacion Total,MDV,2001,287324
Poblacion Total,MEA,2001,327691655
Poblacion Total,MEX,2001,99394288
Poblacion Total,MHL,2001,54413
Poblacion Total,MIC,2001,4699673503
Poblacion Total,MKD,2001,2034882
Poblacion Total,MLI,2001,11583824
Poblacion Total,MLT,2001,393028
Poblacion Total,MMR,2001,46014826
Poblacion Total,MNA,2001,289544085
Poblacion Total,MNE,2001,607389
